COD_CLIENTE,COD_LOCAL,CUSTO_INLAND_POR_TON
CLIENTE333,Northfall,"1,151232144"
CLIENTE131,Khengar,"1,151277783"
CLIENTE434,Thalassar,"1,151308014"
CLIENTE670,TwinPillars,"1,151340609"
CLIENTE435,Resembool,"1,151381655"
CLIENTE572,Walden,"1,151443258"
CLIENTE634,Obsidian,"1,151453341"
CLIENTE472,Elysor,"1,151674378"
CLIENTE348,Hyrule,"1,151691987"
CLIENTE82,Bethlehem,"1,151904489"
CLIENTE9,Frosthelm,"1,151919805"
CLIENTE287,Prontera,"1,15215811"
CLIENTE651,Calcara,"1,152210596"
CLIENTE104,Posthaven,"1,152231418"
CLIENTE121,Ngorim,"1,152279943"
CLIENTE154,Besaid,"1,15237381"
CLIENTE620,Iskeld,"1,152642617"
CLIENTE566,Iskeld,"1,152650484"
CLIENTE608,Kragspire,"1,152741121"
CLIENTE543,Besaid,"1,152750729"
CLIENTE546,Azural,"1,152793678"
CLIENTE610,Nassauia,"1,15286918"
CLIENTE271,Midgar,"1,152889969"
CLIENTE83,Kobaris,"1,153025403"
CLIENTE318,Iyomar,"1,153136171"
CLIENTE489,Yenfall,"1,153496424"
CLIENTE523,Limoria,"1,153735124"
CLIENTE38,Yeygard,"1,154158851"
CLIENTE234,Nassauia,"1,154292784"
CLIENTE64,Hazoria,"1,154359237"
CLIENTE713,Swindale,"1,154380232"
CLIENTE91,Nighthaven,"1,154409796"
CLIENTE426,Tahlenwald,"1,154556509"
CLIENTE337,Piscara,"1,154605311"
CLIENTE304,Swindale,"1,154644672"
CLIENTE595,Morrowind,"1,154693637"
CLIENTE1,Mountglass,"1,154897017"
CLIENTE62,Jakura,"1,154919749"
CLIENTE81,Uinhold,"1,155071228"
CLIENTE668,Jadehold,"1,155332941"
CLIENTE94,Promethea,"1,155345091"
CLIENTE237,Rlyeh,"1,155355934"
CLIENTE100,Deeptrench,"1,155415007"
CLIENTE187,Philgaia,"1,155623731"
CLIENTE290,Viscara,"1,155693959"
CLIENTE334,Skellige,"1,156053557"
CLIENTE73,Swindale,"1,156053577"
CLIENTE22,Pandora,"1,156104722"
CLIENTE478,Inoria,"1,156261579"
CLIENTE640,Sectorium,"1,156284678"
CLIENTE462,Marineford,"1,1564042"
CLIENTE469,Casperia,"1,156489079"
CLIENTE76,Dornfall,"1,156650562"
CLIENTE375,Nurmengard,"1,156729358"
CLIENTE88,Helheim,"1,156853459"
CLIENTE309,Yeygard,"1,15687459"
CLIENTE189,Jadehold,"1,156991202"
CLIENTE244,Aeusserst,"1,157044401"
CLIENTE97,Raumor,"1,157104825"
CLIENTE484,Drinmoor,"1,157134176"
CLIENTE82,Alabasta,"1,157603823"
CLIENTE120,Nibelheim,"1,15767557"
CLIENTE250,Iyomar,"1,157701616"
CLIENTE678,Zaphura,"1,158362615"
CLIENTE620,Nenaris,"1,158821361"
CLIENTE467,Pillarreach,"1,159158998"
CLIENTE518,Ishgard,"1,15917018"
CLIENTE40,Tartarus,"1,159406907"
CLIENTE396,Surakai,"1,159555319"
CLIENTE175,Tartarus,"1,159671534"
CLIENTE352,Vancross,"1,159705221"
CLIENTE401,Mythra,"1,159842919"
CLIENTE705,Windscar,"1,159947421"
CLIENTE699,Marineford,"1,159977832"
CLIENTE474,Iyomar,"1,160028822"
CLIENTE133,Brightfall,"1,160070232"
CLIENTE569,Klunheim,"1,160090318"
CLIENTE12,Zanarkand,"1,160218059"
CLIENTE193,Noctis,"1,160268376"
CLIENTE528,Northfall,"1,160346753"
CLIENTE657,Ironfall,"1,160403872"
CLIENTE202,Yenfall,"1,160473238"
CLIENTE394,Hollowmar,"1,160714286"
CLIENTE288,Pangara,"1,160746305"
CLIENTE599,Sunreach,"1,160932921"
CLIENTE644,Nibelheim,"1,161027935"
CLIENTE66,Solhara,"1,161084096"
CLIENTE368,Stormbar,"1,161153527"
CLIENTE253,Nyagara,"1,161158184"
CLIENTE85,Ngorim,"1,161183126"
CLIENTE69,Uinhold,"1,161387485"
CLIENTE92,Jakura,"1,161436757"
CLIENTE352,Hazoria,"1,161502881"
CLIENTE399,Nurmengard,"1,161989279"
CLIENTE162,Glenhaven,"1,162291942"
CLIENTE15,Kobaris,"1,162436986"
CLIENTE381,Lochbar,"1,16251801"
CLIENTE293,Perseon,"1,16260957"
CLIENTE408,Azkaban,"1,162760021"
CLIENTE385,Konoha,"1,16279447"
CLIENTE635,Cartheia,"1,163065675"
CLIENTE304,Mythra,"1,163579275"
CLIENTE15,Bethlehem,"1,163620934"
CLIENTE695,Amoneth,"1,163751353"
CLIENTE145,Quasmar,"1,163789841"
CLIENTE613,Nibelheim,"1,163959745"
CLIENTE132,Memphos,"1,164291039"
CLIENTE657,Pangara,"1,164467947"
CLIENTE554,Termina,"1,164546858"
CLIENTE372,Limoria,"1,164794702"
CLIENTE538,Northfall,"1,164824469"
CLIENTE473,Morrowind,"1,165002335"
CLIENTE495,Lyngard,"1,165064256"
CLIENTE513,Dirtmouth,"1,165107563"
CLIENTE418,Nassauia,"1,165295118"
CLIENTE399,Windscar,"1,165466101"
CLIENTE317,Helheim,"1,165505043"
CLIENTE203,Kandor,"1,165570717"
CLIENTE198,Nenaris,"1,165753804"
CLIENTE27,Bethlehem,"1,16580335"
CLIENTE450,Laputa,"1,165964894"
CLIENTE152,Riorin,"1,16608519"
CLIENTE600,Marineford,"1,166173645"
CLIENTE678,Noctis,"1,166182116"
CLIENTE339,Memphos,"1,166201529"
CLIENTE409,Yenfall,"1,166514025"
CLIENTE93,Yokara,"1,166661017"
CLIENTE660,Pausen,"1,166773516"
CLIENTE199,Thalassar,"1,166856366"
CLIENTE167,Haldryn,"1,166870592"
CLIENTE383,Stonegate,"1,166910221"
CLIENTE268,Mondstadt,"1,167271136"
CLIENTE624,Tuxara,"1,167326887"
CLIENTE58,Sunreach,"1,16733636"
CLIENTE131,Zuldazar,"1,167411063"
CLIENTE142,Sunreach,"1,167483101"
CLIENTE621,Nenaris,"1,167510862"
CLIENTE92,Zanarkand,"1,16793905"
CLIENTE277,Altissia,"1,168038983"
CLIENTE483,Savois,"1,168055418"
CLIENTE172,Pillarreach,"1,168281122"
CLIENTE494,Frosthelm,"1,168501584"
CLIENTE345,Deliora,"1,168791499"
CLIENTE616,Deepwater,"1,168936973"
CLIENTE333,Nenaris,"1,168965921"
CLIENTE232,Quasmar,"1,168972481"
CLIENTE279,Nyagara,"1,169073863"
CLIENTE448,Yjigar,"1,169317211"
CLIENTE167,Shadowpeak,"1,169489966"
CLIENTE251,Hyrule,"1,169526776"
CLIENTE512,Jadehold,"1,169606949"
CLIENTE18,Vancross,"1,169612774"
CLIENTE585,Deliora,"1,169628902"
CLIENTE8,TwinPillars,"1,170157897"
CLIENTE13,Windscar,"1,170231385"
CLIENTE5,Nurmengard,"1,170405806"
CLIENTE452,Yatora,"1,171208098"
CLIENTE105,Melvara,"1,171216546"
CLIENTE466,Northfall,"1,171247189"
CLIENTE336,Midgar,"1,171275667"
CLIENTE202,Limoria,"1,171345712"
CLIENTE270,Muskara,"1,17141511"
CLIENTE504,Termina,"1,171460461"
CLIENTE368,Brakmar,"1,17146601"
CLIENTE562,Hazoria,"1,171532212"
CLIENTE35,Ashkora,"1,171784451"
CLIENTE422,Greywatch,"1,171896556"
CLIENTE507,Ivalice,"1,171902154"
CLIENTE707,Tartarus,"1,172032378"
CLIENTE255,Cartheia,"1,172038289"
CLIENTE334,Amoneth,"1,172052787"
CLIENTE626,Konoha,"1,172099614"
CLIENTE80,Hogwarts,"1,172303799"
CLIENTE292,Ichoris,"1,172445809"
CLIENTE497,Nosgoth,"1,172451855"
CLIENTE21,Tartarus,"1,172596479"
CLIENTE73,Ishgard,"1,172619474"
CLIENTE482,Amoneth,"1,173123191"
CLIENTE456,Imre,"1,173143712"
CLIENTE557,Casperia,"1,173453016"
CLIENTE13,Tomarath,"1,173481713"
CLIENTE681,Dornfall,"1,17358712"
CLIENTE349,Grimvale,"1,174116244"
CLIENTE157,Fernwall,"1,174337541"
CLIENTE411,Azural,"1,17451224"
CLIENTE441,Noctis,"1,174659315"
CLIENTE67,Laputa,"1,174739463"
CLIENTE421,Xinthar,"1,174743827"
CLIENTE310,Klunheim,"1,17475881"
CLIENTE535,Sidora,"1,174900509"
CLIENTE288,Deeptrench,"1,174911254"
CLIENTE674,Haldryn,"1,17504647"
CLIENTE431,Besaid,"1,175149861"
CLIENTE132,Midgar,"1,175676251"
CLIENTE625,Duskwall,"1,175704734"
CLIENTE399,Targalon,"1,175846543"
CLIENTE472,Quasmar,"1,176355574"
CLIENTE360,Seireitei,"1,176511743"
CLIENTE14,Northfall,"1,176724032"
CLIENTE596,Pausen,"1,176747602"
CLIENTE655,Deepwater,"1,176917058"
CLIENTE182,Zuldazar,"1,17698045"
CLIENTE396,Aeusserst,"1,177213054"
CLIENTE31,Sethera,"1,17748291"
CLIENTE132,Dragmere,"1,177503962"
CLIENTE352,Tarbean,"1,177739188"
CLIENTE292,Northfall,"1,177771609"
CLIENTE630,Kakariko,"1,178115519"
CLIENTE29,Helheim,"1,178161599"
CLIENTE698,Sunreach,"1,178899612"
CLIENTE138,Johto,"1,179050545"
CLIENTE27,Azkaban,"1,179064452"
CLIENTE72,Limoria,"1,179182751"
CLIENTE320,Zanarkand,"1,179436105"
CLIENTE605,Kobaris,"1,179581351"
CLIENTE663,Lochbar,"1,179640674"
CLIENTE485,Imre,"1,179698943"
CLIENTE675,Glenhaven,"1,179960717"
CLIENTE524,Kakariko,"1,180068843"
CLIENTE181,Inoria,"1,180442632"
CLIENTE250,Lyngard,"1,180498702"
CLIENTE440,Noctis,"1,180575082"
CLIENTE665,Cartheia,"1,180589248"
CLIENTE108,Deepwater,"1,180717422"
CLIENTE294,Hazoria,"1,180795629"
CLIENTE20,Sidora,"1,180806855"
CLIENTE277,Wuhaven,"1,180894884"
CLIENTE224,Sidora,"1,180975045"
CLIENTE648,Stonegate,"1,180978676"
CLIENTE602,Manshade,"1,181004419"
CLIENTE629,Brightfall,"1,181368456"
CLIENTE477,Casperia,"1,181383389"
CLIENTE210,Greywatch,"1,181831959"
CLIENTE55,Ossandor,"1,182051642"
CLIENTE65,Nighthaven,"1,182092667"
CLIENTE204,Wuhaven,"1,18215807"
CLIENTE441,Solhara,"1,182387468"
CLIENTE614,Nurmengard,"1,182493581"
CLIENTE377,Askr,"1,182663537"
CLIENTE414,Yatora,"1,182884419"
CLIENTE460,Vancross,"1,183084709"
CLIENTE120,Resembool,"1,183133572"
CLIENTE518,Manifold,"1,183320873"
CLIENTE239,Laputa,"1,183408328"
CLIENTE378,TwinPillars,"1,183586178"
CLIENTE488,Qineth,"1,183761042"
CLIENTE68,Nenaris,"1,183961272"
CLIENTE446,Tahlenwald,"1,183988844"
CLIENTE634,Lyngard,"1,184004014"
CLIENTE511,Kragspire,"1,18407767"
CLIENTE562,Azkaban,"1,184216832"
CLIENTE201,Valisthea,"1,184265467"
CLIENTE224,Ranskar,"1,184416672"
CLIENTE269,Zuldazar,"1,184496429"
CLIENTE160,Dirtmouth,"1,184506627"
CLIENTE312,Ichoris,"1,184659698"
CLIENTE342,Shadowpeak,"1,184726664"
CLIENTE30,Sableport,"1,184746081"
CLIENTE208,Rlyeh,"1,184782353"
CLIENTE600,Ishgard,"1,184804291"
CLIENTE383,Namek,"1,184830903"
CLIENTE510,Askr,"1,184912157"
CLIENTE358,Ichoris,"1,185010369"
CLIENTE705,Stonegate,"1,1852558"
CLIENTE292,Bethlehem,"1,185307673"
CLIENTE622,Kobaris,"1,185494424"
CLIENTE588,Noctis,"1,185498442"
CLIENTE645,Marineford,"1,185602589"
CLIENTE571,Hazoria,"1,185699207"
CLIENTE561,Memphos,"1,186025015"
CLIENTE531,Askr,"1,186103768"
CLIENTE175,Pangara,"1,186144053"
CLIENTE465,Iskeld,"1,186287333"
CLIENTE456,Muskara,"1,186323304"
CLIENTE301,Jadehold,"1,186512596"
CLIENTE671,Ivalice,"1,186564684"
CLIENTE673,Gerudo,"1,186692926"
CLIENTE697,Kandor,"1,186703392"
CLIENTE238,Kandor,"1,186774345"
CLIENTE310,Shadowpeak,"1,186807418"
CLIENTE294,Deliora,"1,186820229"
CLIENTE315,Glenhaven,"1,186972701"
CLIENTE624,Philgaia,"1,187153067"
CLIENTE27,Sethera,"1,187338902"
CLIENTE105,Konoha,"1,187634326"
CLIENTE450,Riorin,"1,187921542"
CLIENTE417,Pandora,"1,18794248"
CLIENTE602,Surakai,"1,187984835"
CLIENTE337,Marineford,"1,187990309"
CLIENTE361,Ossandor,"1,18802457"
CLIENTE440,Shadowpeak,"1,18809272"
CLIENTE334,Khengar,"1,188407156"
CLIENTE468,Azural,"1,188544556"
CLIENTE134,Manifold,"1,18865454"
CLIENTE155,Besaid,"1,188689126"
CLIENTE482,Rocabar,"1,188746913"
CLIENTE333,Nurmengard,"1,188805153"
CLIENTE310,Altissia,"1,188825296"
CLIENTE133,Nyagara,"1,18910216"
CLIENTE39,Savois,"1,189129075"
CLIENTE496,Ngorim,"1,189206374"
CLIENTE185,Pangara,"1,189317155"
CLIENTE90,Nosgoth,"1,189331506"
CLIENTE162,Morrowind,"1,189378724"
CLIENTE298,Riorin,"1,189503842"
CLIENTE375,Stormhold,"1,189641122"
CLIENTE635,Muskara,"1,189675094"
CLIENTE531,Klunheim,"1,189716172"
CLIENTE241,Tuxara,"1,19001453"
CLIENTE474,Pandora,"1,190116129"
CLIENTE420,Limoria,"1,190147946"
CLIENTE550,Aeusserst,"1,190204816"
CLIENTE232,Yatora,"1,190252045"
CLIENTE259,Alabasta,"1,190292415"
CLIENTE127,Winhill,"1,190495382"
CLIENTE389,Resembool,"1,190674305"
CLIENTE531,Muskara,"1,190776465"
CLIENTE679,Alabasta,"1,190812486"
CLIENTE21,Ulthar,"1,191004486"
CLIENTE84,Brightfall,"1,191162415"
CLIENTE602,Midgar,"1,191285127"
CLIENTE196,Gerudo,"1,191317069"
CLIENTE670,Hogwarts,"1,191549902"
CLIENTE296,Imre,"1,191805269"
CLIENTE257,Jakura,"1,191995724"
CLIENTE695,Salvaris,"1,192105173"
CLIENTE37,Elzion,"1,192722614"
CLIENTE471,Imre,"1,192974804"
CLIENTE266,Lathen,"1,193013014"
CLIENTE212,Northfall,"1,193257052"
CLIENTE271,Ossandor,"1,193319621"
CLIENTE292,Ivalice,"1,193321392"
CLIENTE348,Marineford,"1,193454541"
CLIENTE574,Riorin,"1,193467324"
CLIENTE570,Nyagara,"1,193748402"
CLIENTE172,Yenfall,"1,193984666"
CLIENTE510,Walden,"1,194286477"
CLIENTE700,Glenhaven,"1,194296928"
CLIENTE118,Dragmere,"1,19436164"
CLIENTE639,Marineford,"1,19445412"
CLIENTE492,TwinPillars,"1,194916055"
CLIENTE441,Eredin,"1,195018852"
CLIENTE657,Skyreach,"1,195294171"
CLIENTE356,Vancross,"1,1953212"
CLIENTE26,Amoneth,"1,195501246"
CLIENTE483,Northfall,"1,195544816"
CLIENTE431,Dornfall,"1,195642315"
CLIENTE4,Brightfall,"1,195730342"
CLIENTE265,Jadehold,"1,195761013"
CLIENTE146,Mountglass,"1,196157634"
CLIENTE124,Chenara,"1,19626461"
CLIENTE117,Thalassar,"1,196285136"
CLIENTE500,Solhara,"1,196307633"
CLIENTE470,Dragmere,"1,196380899"
CLIENTE56,Xinthar,"1,196384056"
CLIENTE628,Glenhaven,"1,196461497"
CLIENTE210,Kobaris,"1,196723752"
CLIENTE620,Tartarus,"1,197046609"
CLIENTE232,Dragmere,"1,197115052"
CLIENTE118,Nassauia,"1,197231233"
CLIENTE711,Swindale,"1,197358647"
CLIENTE224,Piscara,"1,197441084"
CLIENTE364,Highspire,"1,197523293"
CLIENTE588,Lyngard,"1,19762462"
CLIENTE341,Ykoura,"1,197794767"
CLIENTE45,Valyria,"1,19790216"
CLIENTE442,Salvaris,"1,198187503"
CLIENTE552,Walden,"1,198260957"
CLIENTE318,Brakmar,"1,198287584"
CLIENTE230,Thalassar,"1,198410764"
CLIENTE383,Nibelheim,"1,198464615"
CLIENTE250,Melvara,"1,198559007"
CLIENTE687,Sethera,"1,198560077"
CLIENTE454,Greywatch,"1,198654983"
CLIENTE432,Osaria,"1,198799299"
CLIENTE577,Tempestia,"1,198838466"
CLIENTE479,Salvaris,"1,198843528"
CLIENTE290,Sethera,"1,199118857"
CLIENTE368,Limoria,"1,1992975"
CLIENTE210,Lochbar,"1,19953403"
CLIENTE243,Highspire,"1,199681954"
CLIENTE704,Nibelheim,"1,200093182"
CLIENTE557,Pillarreach,"1,200112718"
CLIENTE137,Helheim,"1,200118976"
CLIENTE488,Frosthelm,"1,200285479"
CLIENTE477,Yeygard,"1,200727231"
CLIENTE293,Melvara,"1,20106787"
CLIENTE383,Thalassar,"1,201171935"
CLIENTE208,Memphos,"1,201271461"
CLIENTE289,Gerudo,"1,201452837"
CLIENTE579,Manshade,"1,201659533"
CLIENTE91,TwinPillars,"1,20194058"
CLIENTE156,Northfall,"1,202081396"
CLIENTE67,Mondstadt,"1,202309379"
CLIENTE121,Noctis,"1,20239459"
CLIENTE7,Nassauia,"1,202428515"
CLIENTE243,Ykoura,"1,202452137"
CLIENTE526,Melvara,"1,202547723"
CLIENTE662,Northfall,"1,202573456"
CLIENTE331,Skellige,"1,202674996"
CLIENTE319,Tomarath,"1,203015786"
CLIENTE241,Elysor,"1,203031307"
CLIENTE148,Mountglass,"1,203103603"
CLIENTE379,Manifold,"1,203157363"
CLIENTE65,Ishgard,"1,203174122"
CLIENTE607,Riorin,"1,203221442"
CLIENTE228,Zanarkand,"1,203266569"
CLIENTE436,Resembool,"1,203268785"
CLIENTE453,Hazoria,"1,203293073"
CLIENTE235,Skyreach,"1,203307951"
CLIENTE503,Ishgard,"1,203646714"
CLIENTE134,Sethera,"1,20366826"
CLIENTE512,Ossandor,"1,20372495"
CLIENTE308,Zaphura,"1,203973368"
CLIENTE398,Eredin,"1,20405517"
CLIENTE157,Piscara,"1,204134347"
CLIENTE175,Philgaia,"1,204389628"
CLIENTE338,Viscara,"1,204742284"
CLIENTE426,Winhill,"1,20479993"
CLIENTE298,Lyngard,"1,204983815"
CLIENTE6,Swindale,"1,205211299"
CLIENTE395,Windscar,"1,205270457"
CLIENTE29,Duskwall,"1,205355361"
CLIENTE587,Tutira,"1,205444687"
CLIENTE284,Askr,"1,20556456"
CLIENTE87,Tchurion,"1,205670336"
CLIENTE518,Yeygard,"1,20568165"
CLIENTE670,Noctis,"1,205789546"
CLIENTE285,Yenfall,"1,205800882"
CLIENTE450,Dornfall,"1,205877562"
CLIENTE272,Savois,"1,20597836"
CLIENTE549,Surakai,"1,20603326"
CLIENTE628,Valyria,"1,206074672"
CLIENTE683,Deeptrench,"1,206106852"
CLIENTE611,Prontera,"1,206202324"
CLIENTE470,Mondstadt,"1,206809167"
CLIENTE350,Shadowpeak,"1,2068157"
CLIENTE217,Glenhaven,"1,207192481"
CLIENTE222,Klunheim,"1,207409764"
CLIENTE633,Yokara,"1,20761339"
CLIENTE480,Skyreach,"1,207649845"
CLIENTE458,Imre,"1,207673809"
CLIENTE261,Cartheia,"1,20780614"
CLIENTE713,Iyomar,"1,208197687"
CLIENTE635,Marineford,"1,208218982"
CLIENTE461,Kobaris,"1,208240323"
CLIENTE122,Iskeld,"1,208271732"
CLIENTE349,Ishgard,"1,208403113"
CLIENTE67,Ivalice,"1,208418665"
CLIENTE585,Kragspire,"1,20849666"
CLIENTE253,Ranskar,"1,20875094"
CLIENTE641,Cairhien,"1,208753821"
CLIENTE19,Askr,"1,208895089"
CLIENTE359,Glenhaven,"1,209030503"
CLIENTE92,Ngorim,"1,209098377"
CLIENTE186,Pangara,"1,209238013"
CLIENTE673,Wuhaven,"1,209305925"
CLIENTE160,Nenaris,"1,209339555"
CLIENTE334,Skyreach,"1,209358189"
CLIENTE499,Huern,"1,209578684"
CLIENTE437,Savois,"1,209864399"
CLIENTE502,Salvaris,"1,21023869"
CLIENTE491,Imre,"1,210424493"
CLIENTE224,Rocabar,"1,210532655"
CLIENTE367,Jakura,"1,210640556"
CLIENTE591,Nibelheim,"1,210737094"
CLIENTE594,Namek,"1,210955016"
CLIENTE36,Limoria,"1,211041673"
CLIENTE334,Swindale,"1,211087072"
CLIENTE325,Brakmar,"1,211166932"
CLIENTE4,Dirtmouth,"1,211226825"
CLIENTE58,Manshade,"1,211283641"
CLIENTE73,Yokara,"1,211435197"
CLIENTE506,Kharon,"1,211456654"
CLIENTE630,Casperia,"1,211465775"
CLIENTE660,Zuldazar,"1,211719552"
CLIENTE451,Nenaris,"1,211842546"
CLIENTE647,Hollowmar,"1,212353543"
CLIENTE403,Calcara,"1,212429906"
CLIENTE649,Solhara,"1,212489769"
CLIENTE13,Kharon,"1,212517123"
CLIENTE105,Ichoris,"1,212546889"
CLIENTE205,Ivalice,"1,212597921"
CLIENTE116,Ishgard,"1,212677589"
CLIENTE675,Greywatch,"1,212774187"
CLIENTE48,Helheim,"1,213244484"
CLIENTE322,Nenaris,"1,213289271"
CLIENTE411,Sunreach,"1,21352084"
CLIENTE596,Glenhaven,"1,21362172"
CLIENTE343,Dornfall,"1,213666238"
CLIENTE689,Riorin,"1,213841433"
CLIENTE186,Nassauia,"1,213926016"
CLIENTE64,Azkaban,"1,21441069"
CLIENTE449,Galdrin,"1,214779868"
CLIENTE670,Johto,"1,214867447"
CLIENTE575,Yeygard,"1,214881452"
CLIENTE53,Drinmoor,"1,215181764"
CLIENTE196,Ranskar,"1,215252289"
CLIENTE585,Xinthar,"1,215286493"
CLIENTE398,TwinPillars,"1,21538687"
CLIENTE268,Pillarreach,"1,215414071"
CLIENTE511,Wuhaven,"1,215414724"
CLIENTE583,Drinmoor,"1,215618914"
CLIENTE92,Yokara,"1,21563527"
CLIENTE392,Haldryn,"1,215850902"
CLIENTE281,Resembool,"1,215894962"
CLIENTE80,Kandor,"1,216032282"
CLIENTE274,Riorin,"1,216088438"
CLIENTE26,Pandora,"1,2163368"
CLIENTE354,Ichoris,"1,216350063"
CLIENTE44,Stonegate,"1,216484653"
CLIENTE254,Ironfall,"1,216542417"
CLIENTE323,Vancross,"1,216749302"
CLIENTE229,Mythra,"1,21675356"
CLIENTE236,Stormhold,"1,216926437"
CLIENTE705,Savois,"1,217018475"
CLIENTE473,Azural,"1,217348447"
CLIENTE603,Stonegate,"1,217450404"
CLIENTE345,Shadowpeak,"1,217607284"
CLIENTE604,Pandora,"1,217785775"
CLIENTE463,Konoha,"1,217871203"
CLIENTE11,Memphos,"1,217907326"
CLIENTE91,Grimvale,"1,218126622"
CLIENTE434,Ironfall,"1,218256386"
CLIENTE223,Ykoura,"1,218376126"
CLIENTE542,Lothlorien,"1,218802629"
CLIENTE676,Hazoria,"1,21890877"
CLIENTE357,Vancross,"1,219236306"
CLIENTE470,Riorin,"1,219253021"
CLIENTE324,Jindara,"1,21937005"
CLIENTE347,Sidora,"1,219746783"
CLIENTE245,Thalassar,"1,219774911"
CLIENTE639,Nighthaven,"1,220062987"
CLIENTE616,Termina,"1,220229561"
CLIENTE399,Chenara,"1,220336119"
CLIENTE3,Salvaris,"1,22057025"
CLIENTE10,Mountglass,"1,220745949"
CLIENTE246,Melvara,"1,220757787"
CLIENTE168,Koktahl,"1,221014832"
CLIENTE507,Stormbar,"1,221037928"
CLIENTE181,Drinmoor,"1,221054993"
CLIENTE141,Nighthaven,"1,221095837"
CLIENTE389,Bethlehem,"1,221164266"
CLIENTE665,Koktahl,"1,22136796"
CLIENTE340,Quasmar,"1,221457056"
CLIENTE226,Tarbean,"1,221538582"
CLIENTE551,Haldryn,"1,221544149"
CLIENTE42,Johto,"1,221635939"
CLIENTE673,Prontera,"1,22185458"
CLIENTE591,Hyrule,"1,221922075"
CLIENTE222,Deeptrench,"1,222181678"
CLIENTE573,Quasmar,"1,222225025"
CLIENTE298,Osaria,"1,222448162"
CLIENTE429,Deepwater,"1,222537828"
CLIENTE352,Stormhold,"1,222542157"
CLIENTE296,Humeria,"1,22255383"
CLIENTE426,Resembool,"1,222764281"
CLIENTE123,Konoha,"1,223019992"
CLIENTE213,Tarbean,"1,223128521"
CLIENTE326,Tuxara,"1,22313932"
CLIENTE473,Northfall,"1,223254313"
CLIENTE109,Brakmar,"1,223354353"
CLIENTE44,Kobaris,"1,223409443"
CLIENTE498,Cartheia,"1,223428492"
CLIENTE449,Jindara,"1,223529027"
CLIENTE314,Quasmar,"1,223745958"
CLIENTE451,Gerudo,"1,223862679"
CLIENTE294,Lathen,"1,223926338"
CLIENTE697,Laputa,"1,223988457"
CLIENTE374,Kandor,"1,224076864"
CLIENTE533,Sethera,"1,224140734"
CLIENTE233,Brakmar,"1,224157529"
CLIENTE113,Koktahl,"1,224262117"
CLIENTE465,Imre,"1,224332296"
CLIENTE116,Skyreach,"1,22448495"
CLIENTE616,Kharon,"1,224807513"
CLIENTE78,Stormbar,"1,224828353"
CLIENTE403,Gerudo,"1,224991726"
CLIENTE522,Askr,"1,22500141"
CLIENTE38,Ironfall,"1,225293534"
CLIENTE137,Ngorim,"1,225652746"
CLIENTE289,Stonegate,"1,225808407"
CLIENTE126,Ichoris,"1,225908843"
CLIENTE643,Elysor,"1,226073572"
CLIENTE469,Nighthaven,"1,226339588"
CLIENTE159,Ngorim,"1,226538845"
CLIENTE516,Johto,"1,226636414"
CLIENTE251,Uinhold,"1,226797343"
CLIENTE632,Piscara,"1,226818914"
CLIENTE298,Paldea,"1,2268718"
CLIENTE279,Ossandor,"1,22688332"
CLIENTE291,Iyomar,"1,227100488"
CLIENTE391,Noctis,"1,227120659"
CLIENTE43,Yenfall,"1,227144951"
CLIENTE302,Skellige,"1,227311678"
CLIENTE237,Stevanor,"1,227340809"
CLIENTE677,Tchurion,"1,227354739"
CLIENTE699,Tuxara,"1,227605826"
CLIENTE369,Hyrule,"1,227783447"
CLIENTE98,Lochbar,"1,227969138"
CLIENTE580,Osaria,"1,227969402"
CLIENTE204,Elzion,"1,228201947"
CLIENTE230,Dirtmouth,"1,228202095"
CLIENTE420,Ashkora,"1,228280539"
CLIENTE547,Azkaban,"1,228284124"
CLIENTE490,Ykoura,"1,228586556"
CLIENTE260,Tahlenwald,"1,228878134"
CLIENTE207,Calcara,"1,228906922"
CLIENTE271,Zanarkand,"1,22909887"
CLIENTE155,Liones,"1,229199216"
CLIENTE120,Ishgard,"1,229642977"
CLIENTE370,Ishgard,"1,229885014"
CLIENTE454,Uinhold,"1,230015138"
CLIENTE692,Windscar,"1,230035603"
CLIENTE711,Stevanor,"1,230054438"
CLIENTE507,Termina,"1,230261431"
CLIENTE705,Greywatch,"1,230404559"
CLIENTE648,Cartheia,"1,230601357"
CLIENTE281,Deliora,"1,230611542"
CLIENTE281,Swindale,"1,230764786"
CLIENTE564,Wuhaven,"1,230817267"
CLIENTE605,Morrowind,"1,230946763"
CLIENTE574,Zanarkand,"1,23099772"
CLIENTE426,Brightfall,"1,231065466"
CLIENTE317,Philgaia,"1,231181674"
CLIENTE697,Iyomar,"1,231228471"
CLIENTE260,Huern,"1,231234453"
CLIENTE555,Pausen,"1,231268416"
CLIENTE218,Askr,"1,231647902"
CLIENTE224,Spira,"1,231750308"
CLIENTE42,Kobaris,"1,232112765"
CLIENTE365,Drinmoor,"1,232576418"
CLIENTE417,Surakai,"1,232663141"
CLIENTE13,Xinthar,"1,232696419"
CLIENTE609,Sethera,"1,232893537"
CLIENTE644,Koktahl,"1,233011361"
CLIENTE559,Sunreach,"1,23302458"
CLIENTE276,Jindara,"1,233317996"
CLIENTE346,Morrowind,"1,233331453"
CLIENTE674,Riorin,"1,233360648"
CLIENTE652,Nurmengard,"1,233390797"
CLIENTE667,Yatora,"1,233419368"
CLIENTE281,Zaphura,"1,233445307"
